Heures;Fioul...pointe;Charbon;Gaz;Nucleaire;Eolien;Hydraulique;Autres;Solde;Mois;Jour;Heure;Minute;PV;Total
14:30;0;2993;1930;43870;381;5515;2671;-3380;5;20;14;30;605;57965
14:45;0;2967;1919;43759;403;5092;2667;-3191;5;20;14;45;587;57394
15:00;0;2772;1878;43622;421;5074;2679;-3505;5;20;15;0;569;57015
15:15;0;2903;1912;43829;462;5265;2616;-4360;5;20;15;15;550;57537
15:30;0;2894;1903;43814;515;4522;2618;-3992;5;20;15;30;530;56796
15:45;0;2954;1907;43782;570;4476;2626;-4225;5;20;15;45;509;56824
16:00;0;2898;1899;43689;590;4396;2575;-4449;5;20;16;0;488;56535
16:15;0;2876;1916;43685;602;4247;2532;-4805;5;20;16;15;466;56324
16:30;0;2868;1903;43647;607;4002;2532;-4968;5;20;16;30;443;56002
16:45;0;2724;1863;43393;620;3865;2535;-4794;5;20;16;45;420;55420
17:00;0;2753;1884;43483;616;3909;2541;-5278;5;20;17;0;397;55583
17:15;0;2663;1878;43586;635;4021;2411;-5665;5;20;17;15;373;55567
17:30;0;2613;1888;43574;655;3944;2415;-5459;5;20;17;30;348;55437
17:45;0;2680;1921;43799;684;3954;2418;-5767;5;20;17;45;324;55780
18:00;0;2617;1896;43590;708;3911;2422;-5392;5;20;18;0;299;55443
18:15;0;2482;1858;43614;729;3740;2276;-5053;5;20;18;15;275;54974
18:30;0;2597;1905;43829;730;3850;2276;-5149;5;20;18;30;250;55437
18:45;0;2502;1887;43664;814;4156;2256;-5132;5;20;18;45;225;55504
19:00;0;2565;1884;43755;814;4216;2261;-5257;5;20;19;0;200;55695
19:15;0;2648;1913;43854;733;4153;2135;-5500;5;20;19;15;175;55611
19:30;0;2545;1887;43779;716;3948;2135;-5555;5;20;19;30;150;55160
19:45;0;2538;1891;43542;678;3667;2140;-5705;5;20;19;45;125;54581
20:00;0;2510;1884;43488;663;3666;2168;-5767;5;20;20;0;100;54479
20:15;0;2799;1963;44018;673;3925;2076;-7558;5;20;20;15;75;55529
20:30;0;2537;1909;43595;660;3786;2072;-7637;5;20;20;30;51;54610
20:45;0;2556;1924;43802;655;3428;2042;-7467;5;20;20;45;26;54433
21:00;0;2438;1892;43515;638;3427;2073;-7255;5;20;21;0;1;53984
21:15;0;2331;1947;43419;618;3383;2061;-6830;5;20;21;15;;53759
21:30;0;2288;1950;43396;643;3402;2067;-6789;5;20;21;30;;53746
21:45;0;2336;1956;43531;658;3218;2057;-6156;5;20;21;45;;53756
22:00;0;2381;1949;43569;661;3210;2057;-6257;5;20;22;0;;53827
22:15;0;2194;1943;43529;671;2934;2069;-4877;5;20;22;15;;53340
22:30;0;2224;1953;43641;683;2847;2069;-4413;5;20;22;30;;53417
22:45;0;2511;1969;43827;701;4577;2082;-4536;5;20;22;45;;55667
23:00;0;2469;1969;43465;713;4098;2139;-4570;5;20;23;0;;54853
23:15;0;2375;1962;43240;732;3577;2076;-3552;5;20;23;15;;53962
23:30;0;2381;1959;42747;697;3307;2075;-3424;5;20;23;30;;53166
23:45;0;2491;1952;42861;699;3207;2072;-3260;5;20;23;45;;53282
00:00;0;2233;1939;42199;697;3304;2072;-3907;5;21;0;0;;52444
00:15;0;2369;2001;42871;689;4445;2079;-6769;5;21;0;15;;54454
00:30;0;2183;1955;42086;693;4097;2079;-7104;5;21;0;30;;53093
00:45;0;1992;1885;41678;684;2691;2082;-6672;5;21;0;45;;51012
01:00;0;1835;1681;41480;666;2640;2082;-7042;5;21;1;0;;50384
01:15;0;1889;1676;42052;668;2412;2080;-7326;5;21;1;15;;50777
01:30;0;1832;1660;41711;675;1885;2083;-7078;5;21;1;30;;49846
01:45;0;1861;1680;41853;664;1827;2077;-7045;5;21;1;45;;49962
02:00;0;1809;1670;41588;640;1821;2076;-7561;5;21;2;0;;49604
02:15;0;1875;1678;41906;620;1755;2068;-7764;5;21;2;15;;49902
02:30;0;1795;1632;41374;584;1614;2071;-7799;5;21;2;30;;49070
02:45;0;1710;1660;41700;571;265;2071;-7712;5;21;2;45;;47977
03:00;0;1571;1657;41664;552;0;1921;-7730;5;21;3;0;;47365
03:15;0;1497;1566;42502;537;0;1550;-8502;5;21;3;15;;47652
03:30;0;1430;1473;42213;530;0;1550;-8847;5;21;3;30;;47196
03:45;0;1218;1466;42187;525;0;1261;-8436;5;21;3;45;;46657
04:00;0;1117;1445;41991;509;0;1311;-8609;5;21;4;0;;46373
04:15;0;1066;1474;42518;520;0;1263;-9317;5;21;4;15;;46841
04:30;0;1019;1458;42256;515;0;1207;-9139;5;21;4;30;;46455
04:45;0;1014;1467;42370;500;0;1207;-9447;5;21;4;45;;46558
05:00;0;1006;1468;42376;500;0;1184;-9375;5;21;5;0;3;46537
05:15;0;881;1455;42166;496;0;1436;-9031;5;21;5;15;61;46495
05:30;0;839;1454;42205;495;0;1446;-9029;5;21;5;30;116;46555
05:45;0;836;1449;42070;509;0;1423;-9243;5;21;5;45;170;46457
06:00;0;834;1451;41785;492;0;1434;-8934;5;21;6;0;222;46218
06:15;0;807;1457;41892;495;0;1236;-8895;5;21;6;15;274;46161
06:30;0;718;1470;42024;485;0;1239;-8672;5;21;6;30;323;46259
06:45;0;714;1560;42181;474;0;1261;-8816;5;21;6;45;370;46560
07:00;0;721;1666;42437;465;0;1264;-8532;5;21;7;0;415;46968
07:15;0;755;1655;42128;452;0;1374;-7815;5;21;7;15;459;46823
07:30;0;881;1682;42602;437;0;1946;-8269;5;21;7;30;499;48047
07:45;0;955;1688;42798;405;0;2057;-8096;5;21;7;45;537;48440
08:00;0;1060;1700;43027;369;12;2114;-7884;5;21;8;0;572;48854
08:15;0;1107;1670;42456;331;872;2217;-7264;5;21;8;15;606;49259
08:30;0;1214;1681;42810;309;1085;2218;-7075;5;21;8;30;637;49954
08:45;0;1215;1674;42739;297;2066;2229;-7257;5;21;8;45;664;50884
09:00;0;1298;1666;42592;282;2809;2216;-7109;5;21;9;0;689;51552
09:15;0;1246;1671;42643;268;3570;2363;-7229;5;21;9;15;712;52473
09:30;0;1254;1693;42861;265;3703;2369;-6972;5;21;9;30;732;52877
09:45;0;1303;1686;42856;263;4045;2366;-7044;5;21;9;45;748;53267
10:00;0;1345;1693;42913;251;4091;2388;-7014;5;21;10;0;763;53444
10:15;0;1367;1685;42956;248;4161;2514;-6825;5;21;10;15;776;53707
10:30;0;1375;1655;42885;244;4181;2510;-6694;5;21;10;30;785;53635
10:45;0;1385;1660;43002;236;4309;2511;-6685;5;21;10;45;792;53895
11:00;0;1407;1675;43011;228;4324;2507;-6861;5;21;11;0;797;53949
11:15;0;1377;1669;43028;226;4490;2619;-6752;5;21;11;15;800;54209
11:30;0;1356;1663;42959;219;4512;2614;-6276;5;21;11;30;801;54124
11:45;0;1344;1672;43064;216;4886;2612;-6506;5;21;11;45;799;54593
12:00;0;1392;1675;43013;207;4800;2612;-6132;5;21;12;0;796;54495
12:15;0;1205;1652;42746;206;4510;2689;-4671;5;21;12;15;791;53799
12:30;0;1309;1659;42841;205;4629;2687;-4860;5;21;12;30;784;54114
12:45;0;1482;1558;42992;205;5700;2689;-5074;5;21;12;45;776;55402
13:00;0;1323;1533;42826;201;5314;2684;-5261;5;21;13;0;765;54646
13:15;0;1471;1556;42960;199;4760;2712;-5381;5;21;13;15;754;54412
13:30;0;1409;1543;42765;207;4041;2713;-5220;5;21;13;30;741;53419
13:45;0;1453;1548;42848;206;3379;2713;-5439;5;21;13;45;726;52873
14:00;0;1406;1549;42700;206;3273;2706;-5283;5;21;14;0;710;52550
14:15;0;1485;1551;42701;206;3055;2699;-5001;5;21;14;15;694;52391
14:30;0;1428;1538;42501;216;2956;2688;-5043;5;21;14;30;675;52002
14:45;0;1547;1556;42766;218;2056;2687;-5211;5;21;14;45;656;51486
15:00;0;1428;1530;42195;230;2015;2692;-4842;5;21;15;0;635;50725
15:15;0;1593;1560;42740;227;1664;2626;-5724;5;21;15;15;614;51024
15:30;0;1511;1552;42457;225;1572;2626;-5450;5;21;15;30;592;50535
15:45;0;1501;1552;42471;234;1196;2625;-5735;5;21;15;45;569;50148
16:00;0;1445;1544;42413;241;1175;2619;-5828;5;21;16;0;545;49982
16:15;0;1535;1570;42885;250;1169;2528;-6533;5;21;16;15;521;50458
16:30;0;1489;1557;42699;255;1178;2526;-6508;5;21;16;30;496;50200
16:45;0;1459;1545;42436;253;1168;2527;-6437;5;21;16;45;470;49858
17:00;0;1291;1520;41938;251;1807;2525;-6615;5;21;17;0;443;49775
17:15;0;1399;1535;42475;275;2117;2401;-7624;5;21;17;15;416;50618
17:30;0;1438;1541;42569;287;2200;2396;-7624;5;21;17;30;389;50820
17:45;0;1522;1539;42518;279;2363;2393;-7619;5;21;17;45;362;50976
18:00;0;1594;1539;42508;272;2431;2393;-7441;5;21;18;0;335;51072
18:15;0;1478;1529;42206;258;3045;2256;-7325;5;21;18;15;307;51079
18:30;0;1562;1531;42217;262;3075;2264;-7335;5;21;18;30;279;51190
18:45;0;1497;1532;42263;282;3661;2260;-7613;5;21;18;45;252;51747
19:00;0;1545;1530;42306;283;3698;2264;-7532;5;21;19;0;224;51850
19:15;0;1520;1555;42338;288;3398;2146;-7320;5;21;19;15;196;51441
19:30;0;1483;1554;42194;285;3354;2144;-7266;5;21;19;30;168;51182
19:45;0;1420;1633;42164;276;3206;2145;-7442;5;21;19;45;140;50984
20:00;0;1354;1646;41971;272;3209;2148;-7138;5;21;20;0;112;50712
20:15;0;1556;1684;42416;280;2671;2081;-7807;5;21;20;15;84;50772
20:30;0;1581;1698;42533;306;2388;2089;-7849;5;21;20;30;56;50651
20:45;0;1440;1679;42269;283;2600;2094;-7932;5;21;20;45;29;50394
21:00;0;1354;1663;42055;293;2429;2092;-7737;5;21;21;0;1;49887
21:15;0;1335;1665;42034;294;2471;2074;-7423;5;21;21;15;;49873
21:30;0;1351;1676;42110;291;2620;2074;-7304;5;21;21;30;;50122
21:45;0;1398;1681;42187;286;2960;2084;-7251;5;21;21;45;;50596
22:00;0;1505;1694;42271;276;3403;2075;-7438;5;21;22;0;;51224
22:15;0;1418;1678;41914;291;3500;2068;-6193;5;21;22;15;;50869
22:30;0;1479;1692;42085;296;3540;2068;-5853;5;21;22;30;;51160
22:45;0;1643;1718;42789;307;4828;2070;-5650;5;21;22;45;;53355
23:00;0;1611;1709;42487;311;4715;2010;-5874;5;21;23;0;;52843
23:15;0;1631;1727;42719;318;3450;2074;-4853;5;21;23;15;;51919
23:30;0;1502;1700;41967;332;3282;2082;-4448;5;21;23;30;;50865
23:45;0;1538;1705;42280;351;3302;2076;-4482;5;21;23;45;;51252
00:00;0;1377;1681;41565;378;3490;2082;-4843;5;22;0;0;;50573
00:15;0;1561;1319;42470;438;3957;2056;-6527;5;22;0;15;;51801
00:30;0;1432;1015;41876;480;3511;2058;-6542;5;22;0;30;;50372
00:45;0;1364;802;41742;509;2443;2057;-6640;5;22;0;45;;48917
01:00;0;1228;395;41564;547;2376;2055;-6886;5;22;1;0;;48165
01:15;0;1259;185;41949;573;2062;2064;-6492;5;22;1;15;;48092
01:30;0;1200;139;41152;610;2087;2061;-6366;5;22;1;30;;47249
01:45;0;1179;139;41170;653;2035;2050;-6302;5;22;1;45;;47226
02:00;0;1052;137;40801;661;2096;2054;-6683;5;22;2;0;;46801
02:15;0;1010;140;41424;699;1990;2051;-7046;5;22;2;15;;47314
02:30;0;915;138;40737;675;1976;2052;-7396;5;22;2;30;;46493
02:45;0;896;140;40748;638;561;2054;-6946;5;22;2;45;;45037
03:00;0;839;136;40468;708;621;2119;-7548;5;22;3;0;;44891
03:15;0;804;140;41080;814;0;1200;-7101;5;22;3;15;;44038
03:30;0;804;139;41160;819;0;1164;-7731;5;22;3;30;;44086
03:45;0;782;139;40851;834;0;972;-7819;5;22;3;45;;43578
04:00;0;754;138;40193;834;0;931;-7682;5;22;4;0;;42850
04:15;0;762;140;39689;803;0;1310;-7777;5;22;4;15;;42704
04:30;0;769;140;39254;820;0;1322;-7710;5;22;4;30;;42305
04:45;0;768;137;39182;747;0;1084;-7677;5;22;4;45;;41918
05:00;0;787;137;39314;752;0;1194;-7985;5;22;5;0;5;42189
05:15;0;784;139;39633;861;0;1331;-8673;5;22;5;15;53;42801
05:30;0;769;139;39234;1040;0;1313;-8487;5;22;5;30;100;42595
05:45;0;749;138;38868;1101;0;955;-8043;5;22;5;45;145;41956
06:00;0;733;137;38629;1106;0;851;-8150;5;22;6;0;189;41645
06:15;0;760;137;39125;1015;0;858;-8878;5;22;6;15;232;42127
06:30;0;754;138;39353;916;0;867;-9093;5;22;6;30;273;42301
06:45;0;737;137;39255;892;0;875;-9043;5;22;6;45;312;42208
07:00;0;740;139;39176;920;0;900;-8823;5;22;7;0;349;42224
07:15;0;781;138;39974;962;0;960;-9318;5;22;7;15;385;43200
07:30;0;842;138;40086;938;0;1028;-9167;5;22;7;30;417;43449
07:45;0;1001;139;39892;907;0;1398;-9134;5;22;7;45;448;43785
08:00;0;1125;129;39439;853;99;2088;-8762;5;22;8;0;476;44209
08:15;0;1120;135;38711;827;425;2195;-7912;5;22;8;15;504;43917
08:30;0;1236;135;39666;806;700;2193;-8469;5;22;8;30;528;45264
08:45;0;1230;135;39641;865;1112;2193;-8286;5;22;8;45;549;45725
09:00;0;1260;137;39773;974;1207;2193;-7876;5;22;9;0;569;46113
09:15;0;1153;134;39454;1056;1807;2344;-7677;5;22;9;15;587;46535
09:30;0;1245;134;39922;1226;1866;2342;-7654;5;22;9;30;602;47337
09:45;0;1254;134;39627;1282;2147;2342;-7347;5;22;9;45;615;47401
10:00;0;1280;135;39950;1349;2194;2340;-7229;5;22;10;0;626;47874
10:15;0;1257;135;40427;1331;2670;2490;-7695;5;22;10;15;636;48946
10:30;0;1193;135;40190;1308;2892;2489;-7212;5;22;10;30;643;48850
10:45;16;1218;135;40077;1308;3341;2491;-7208;5;22;10;45;647;49233
11:00;25;1283;139;40274;1411;3370;2482;-7401;5;22;11;0;651;49635
11:15;25;1303;137;40441;1460;3619;2602;-7662;5;22;11;15;653;50240
11:30;0;1336;134;40580;1515;3699;2597;-7376;5;22;11;30;653;50514
11:45;0;1233;136;40226;1567;4012;2596;-7369;5;22;11;45;651;50421
12:00;0;1292;134;40459;1673;4143;2597;-7149;5;22;12;0;647;50945
12:15;0;1144;140;40057;1744;3987;2675;-5845;5;22;12;15;643;50390
12:30;0;1120;136;40159;1771;3979;2675;-5646;5;22;12;30;637;50477
12:45;0;1303;135;40502;1836;4374;2676;-5445;5;22;12;45;629;51455
13:00;0;1174;137;40239;1879;3966;2668;-5610;5;22;13;0;621;50684
13:15;0;1440;139;40712;1909;3396;2691;-6529;5;22;13;15;611;50898
13:30;0;1366;136;40050;1976;3072;2696;-6747;5;22;13;30;600;49896
13:45;0;1338;136;39859;2034;2732;2694;-6800;5;22;13;45;588;49381
14:00;0;1311;135;39852;2122;2111;2687;-6599;5;22;14;0;575;48793
14:15;0;1371;135;40457;2193;2024;2676;-7364;5;22;14;15;561;49417
14:30;0;1280;133;40194;2250;1948;2678;-7311;5;22;14;30;546;49029
14:45;0;1248;134;40070;2306;1282;2678;-7211;5;22;14;45;530;48248
15:00;0;1195;135;39816;2362;1288;2670;-7380;5;22;15;0;513;47979
15:15;0;1197;133;40031;2369;739;2611;-7492;5;22;15;15;496;47576
15:30;0;1142;135;40050;2353;743;2607;-7720;5;22;15;30;478;47508
15:45;0;1081;135;39778;2362;527;2616;-7521;5;22;15;45;459;46958
16:00;0;1040;135;39443;2373;513;2600;-7615;5;22;16;0;440;46544
16:15;0;1090;134;39770;2353;0;2508;-7616;5;22;16;15;420;46275
16:30;0;1100;136;39816;2349;5;2520;-7793;5;22;16;30;400;46326
16:45;0;1091;134;39754;2307;0;2505;-7946;5;22;16;45;379;46170
17:00;0;1067;135;39436;2331;343;2521;-7801;5;22;17;0;357;46190
17:15;0;1044;225;39331;2260;796;2392;-8378;5;22;17;15;336;46384
17:30;0;1033;220;39451;2275;838;2391;-8396;5;22;17;30;314;46522
17:45;0;1059;219;39595;2282;1176;2393;-8395;5;22;17;45;292;47016
18:00;0;1079;219;39689;2278;1232;2380;-8301;5;22;18;0;270;47147
18:15;0;1024;220;39333;2236;1675;2247;-7896;5;22;18;15;248;46983
18:30;0;1057;220;39707;2226;2020;2250;-8124;5;22;18;30;225;47705
18:45;0;1091;367;39899;2178;2429;2249;-8143;5;22;18;45;203;48416
19:00;0;1201;401;40202;2168;2545;2236;-7960;5;22;19;0;181;48934
19:15;0;1231;401;40115;2113;3157;2124;-7886;5;22;19;15;158;49299
19:30;0;1319;396;40531;2048;3159;2136;-8094;5;22;19;30;136;49725
19:45;0;1428;305;40369;1956;3217;2131;-7639;5;22;19;45;113;49519
20:00;0;1469;304;40105;1844;3788;2129;-7843;5;22;20;0;91;49730
20:15;0;1557;485;40088;1752;3740;2073;-7929;5;22;20;15;68;49763
20:30;0;1572;615;40273;1626;3678;2067;-8294;5;22;20;30;46;49877
20:45;0;1553;682;40304;1545;3531;2065;-7964;5;22;20;45;23;49703
21:00;0;1554;675;40245;1464;3739;2058;-8111;5;22;21;0;1;49736
21:15;0;1554;755;40450;1361;3902;2043;-8075;5;22;21;15;;50065
21:30;0;1630;845;40665;1319;4023;2041;-8207;5;22;21;30;;50523
21:45;0;1528;853;40595;1279;4746;2045;-8209;5;22;21;45;;51046
22:00;0;1492;851;40692;1268;4634;2050;-7695;5;22;22;0;;50987
22:15;0;1384;843;40682;1178;4350;2048;-6543;5;22;22;15;;50485
22:30;0;1380;846;40822;1180;4441;2044;-6269;5;22;22;30;;50713
22:45;0;1597;856;41329;1145;5602;2048;-5941;5;22;22;45;;52577
23:00;0;1520;849;41324;1134;5348;2051;-6233;5;22;23;0;;52226
23:15;0;1545;856;41640;1082;4813;2050;-5877;5;22;23;15;;51986
23:30;0;1489;849;41410;1053;3909;2049;-5332;5;22;23;30;;50759
23:45;0;1674;860;41361;997;4074;2052;-5204;5;22;23;45;;51018
00:00;0;1542;848;40787;959;3884;2052;-5523;5;23;0;0;;50072
00:15;0;1661;901;41418;936;3827;2043;-6694;5;23;0;15;;50786
00:30;0;1421;890;40622;883;3006;2042;-6341;5;23;0;30;;48864
00:45;0;1362;887;40437;849;2281;2041;-6766;5;23;0;45;;47857
01:00;0;1329;888;40594;835;1564;2041;-7063;5;23;1;0;;47251
01:15;0;1391;888;40826;813;1369;2051;-6753;5;23;1;15;;47338
01:30;0;1378;892;40693;799;1010;2049;-6807;5;23;1;30;;46821
01:45;0;1370;891;40682;775;962;2045;-6675;5;23;1;45;;46725
02:00;0;1370;890;40532;762;994;2046;-7054;5;23;2;0;;46594
02:15;0;1309;812;41343;753;841;2045;-7133;5;23;2;15;;47103
02:30;0;1213;711;40845;731;721;2046;-7500;5;23;2;30;;46267
02:45;0;1182;695;40682;743;0;1882;-7098;5;23;2;45;;45184
03:00;0;1122;688;40463;739;0;1863;-7420;5;23;3;0;;44875
03:15;0;1120;700;40758;710;0;1765;-8068;5;23;3;15;;45053
03:30;0;1085;698;40575;696;0;1787;-8401;5;23;3;30;;44841
03:45;0;1078;697;40415;682;0;1379;-8149;5;23;3;45;;44251
04:00;0;1065;729;40343;662;0;1446;-8303;5;23;4;0;;44245
04:15;0;1102;733;40789;662;0;1420;-8698;5;23;4;15;;44706
04:30;0;1102;734;40882;645;0;1436;-8731;5;23;4;30;;44799
04:45;0;1120;728;41002;637;0;1463;-8752;5;23;4;45;;44950
05:00;0;1193;747;41177;623;0;1417;-8409;5;23;5;0;6;45163
05:15;0;1225;828;40982;625;0;1950;-7915;5;23;5;15;68;45678
05:30;0;1297;937;41179;648;139;2045;-7980;5;23;5;30;127;46372
05:45;0;1316;1097;41530;652;584;2035;-8602;5;23;5;45;185;47399
06:00;0;1295;1158;41199;649;730;1986;-7682;5;23;6;0;242;47259
06:15;0;1350;1202;41406;641;920;2050;-7047;5;23;6;15;299;47868
06:30;0;1491;1290;42093;663;977;2057;-6733;5;23;6;30;352;48923
06:45;0;1635;1437;42652;658;1795;2059;-7007;5;23;6;45;404;50640
07:00;0;1712;1683;42846;650;1895;2065;-6310;5;23;7;0;453;51304
07:15;0;1755;1958;42646;655;2658;2116;-5584;5;23;7;15;502;52290
07:30;0;1916;1978;43136;629;3732;2130;-6063;5;23;7;30;546;54067
07:45;0;1934;1957;42963;599;4008;2128;-5586;5;23;7;45;588;54177
08:00;0;2002;1954;43305;589;4080;2133;-5058;5;23;8;0;628;54691
08:15;0;2188;1906;42947;567;3946;2230;-4002;5;23;8;15;666;54450
08:30;0;2390;1883;43506;528;3820;2227;-4215;5;23;8;30;700;55054
08:45;0;2354;1810;43854;487;4027;2224;-3980;5;23;8;45;730;55486
09:00;0;2346;1746;44071;486;4060;2227;-3853;5;23;9;0;759;55695
09:15;0;2323;1733;44001;501;4047;2372;-3147;5;23;9;15;785;55762
09:30;0;2394;1775;44344;535;4098;2366;-3384;5;23;9;30;808;56320
09:45;0;2477;1813;44513;571;4121;2365;-3422;5;23;9;45;827;56687
10:00;0;2465;1776;44563;624;4282;2370;-3518;5;23;10;0;843;56923
10:15;0;2468;1787;44515;647;4336;2528;-3439;5;23;10;15;858;57139
10:30;0;2583;1867;44706;660;4490;2517;-3615;5;23;10;30;869;57692
10:45;0;2663;1869;44636;684;4638;2519;-3680;5;23;10;45;878;57887
11:00;0;2657;1840;44576;693;4644;2450;-3459;5;23;11;0;884;57744
11:15;0;2567;1806;44376;703;4731;2614;-3155;5;23;11;15;888;57685
11:30;0;2546;1794;44564;730;4684;2628;-3089;5;23;11;30;889;57835
11:45;0;2608;1798;44934;712;4644;2625;-3142;5;23;11;45;888;58209
12:00;0;2652;1811;45262;749;4586;2626;-3071;5;23;12;0;885;58571
12:15;0;2439;1724;45196;770;4021;2694;-2322;5;23;12;15;880;57724
12:30;0;2423;1707;45296;759;4002;2695;-2420;5;23;12;30;873;57755
12:45;0;2460;1770;45628;748;3987;2694;-1893;5;23;12;45;863;58150
13:00;0;2269;1753;45438;736;3953;2689;-1998;5;23;13;0;852;57690
13:15;0;2213;1836;45415;701;3804;2746;-2073;5;23;13;15;840;57555
13:30;0;2185;1843;45300;669;3832;2720;-2434;5;23;13;30;826;57375
13:45;0;2198;1847;45274;657;3612;2715;-2150;5;23;13;45;810;57113
14:00;0;2214;1848;45213;648;4097;2719;-2434;5;23;14;0;792;57531
14:15;0;2372;1917;45501;620;4340;2706;-2890;5;23;14;15;774;58230
14:30;0;2346;1868;45347;641;4663;2705;-3420;5;23;14;30;753;58323
14:45;0;2277;1842;45219;622;4435;2705;-3373;5;23;14;45;732;57832
15:00;0;2146;1798;44935;653;4239;2660;-3065;5;23;15;0;709;57140
15:15;0;2271;1837;45189;670;4012;2637;-3670;5;23;15;15;686;57302
15:30;0;2286;1844;45187;677;3669;2634;-3639;5;23;15;30;661;56958
15:45;0;2366;1866;45142;694;3344;2631;-3642;5;23;15;45;635;56678
16:00;0;2341;1802;44913;717;3370;2642;-3624;5;23;16;0;609;56394
16:15;0;2454;1826;45169;714;3159;2538;-4064;5;23;16;15;582;56442
16:30;0;2438;1794;44931;756;3104;2540;-4062;5;23;16;30;554;56117
16:45;0;2616;1803;44932;776;2665;2544;-4099;5;23;16;45;525;55861
17:00;0;2660;1804;44562;750;2659;2601;-4048;5;23;17;0;495;55531
17:15;0;2890;1854;44883;795;3164;2415;-5558;5;23;17;15;465;56466
17:30;0;2921;1900;45021;780;3013;2411;-5395;5;23;17;30;435;56481
17:45;0;2857;1891;44790;783;3283;2416;-5454;5;23;17;45;405;56425
18:00;0;2826;1869;44702;787;3279;2412;-5253;5;23;18;0;374;56249
18:15;0;2759;1871;44638;776;3344;2272;-5051;5;23;18;15;343;56003
18:30;0;2813;1891;44724;747;3409;2274;-5080;5;23;18;30;312;56170
18:45;0;2862;1901;44892;743;3890;2275;-5153;5;23;18;45;281;56844
19:00;0;2877;1896;44865;748;4532;2274;-5184;5;23;19;0;250;57442
19:15;0;2771;1903;44995;734;4661;2154;-5596;5;23;19;15;219;57437
19:30;0;2692;1888;44911;710;4393;2160;-5493;5;23;19;30;188;56942
19:45;0;2632;1870;45049;676;4202;2160;-5557;5;23;19;45;157;56746
20:00;0;2387;1868;44918;677;4121;2159;-5720;5;23;20;0;126;56256
20:15;0;2537;1895;45312;625;4414;2091;-6986;5;23;20;15;94;56968
20:30;0;2207;1850;44855;644;4399;2095;-6798;5;23;20;30;63;56113
20:45;0;2062;1839;44746;657;4141;2094;-6895;5;23;20;45;32;55571
21:00;0;1947;1854;44455;639;3912;2100;-6837;5;23;21;0;1;54908
21:15;0;1922;1886;44756;640;3324;2084;-6645;5;23;21;15;;54612
21:30;0;1813;1896;44854;658;3283;2085;-6424;5;23;21;30;;54589
21:45;0;1844;1937;44890;688;3394;2064;-6091;5;23;21;45;;54817
22:00;0;1714;1924;44883;679;3359;2091;-5926;5;23;22;0;;54650
22:15;0;1548;1867;44299;667;3523;2091;-4732;5;23;22;15;;53995
22:30;0;1502;1885;44309;684;3597;2091;-4149;5;23;22;30;;54068
22:45;0;1838;1923;45197;710;4542;2091;-4437;5;23;22;45;;56301
23:00;0;1756;1929;44874;723;4439;2093;-4662;5;23;23;0;;55814
23:15;0;1659;1935;44819;763;3595;2085;-3936;5;23;23;15;;54856
23:30;0;1528;1860;44351;794;2972;2084;-3571;5;23;23;30;;53589
23:45;0;1734;1898;44995;829;2239;2083;-3663;5;23;23;45;;53778
00:00;0;1615;1837;44489;898;2248;2146;-4192;5;24;0;0;;53233
00:15;0;1885;1929;46087;953;2278;2078;-6921;5;24;0;15;;55210
00:30;0;1773;1899;45321;1023;1908;2077;-7358;5;24;0;30;;54001
00:45;0;1540;1860;44609;1060;1014;2069;-7288;5;24;0;45;;52152
01:00;0;1560;1867;44707;1129;583;2140;-8004;5;24;1;0;;51986
01:15;0;1769;1891;45590;1137;0;2038;-8120;5;24;1;15;;52425
01:30;0;1546;1885;44957;1158;0;1972;-8144;5;24;1;30;;51518
01:45;0;1519;1815;44928;1215;0;2072;-7942;5;24;1;45;;51549
02:00;0;1408;1817;44817;1212;0;2073;-8400;5;24;2;0;;51327
02:15;0;1588;1741;45823;1220;0;1821;-9044;5;24;2;15;;52193
02:30;0;1486;1558;45609;1238;0;1792;-9350;5;24;2;30;;51683
02:45;0;1344;1527;45145;1288;0;1552;-9298;5;24;2;45;;50856
03:00;0;1141;1512;44446;1301;0;1594;-9466;5;24;3;0;;49994
03:15;0;1115;1532;44462;1200;0;1550;-9819;5;24;3;15;;49859
03:30;0;1108;1514;43864;1183;0;1662;-9750;5;24;3;30;;49331
03:45;0;1099;1530;43596;1176;0;1491;-9800;5;24;3;45;;48892
04:00;0;1060;1419;43476;1167;0;1522;-9669;5;24;4;0;;48644
04:15;0;1106;1233;43682;1140;0;1760;-9913;5;24;4;15;;48921
04:30;0;1086;1232;43584;1138;0;1752;-9960;5;24;4;30;;48792
04:45;0;1087;1234;43622;1167;0;1917;-10116;5;24;4;45;;49027
05:00;0;1142;1235;43758;1143;0;1883;-9773;5;24;5;0;6;49167
05:15;0;1152;1234;43502;1061;372;2087;-9334;5;24;5;15;64;49472
05:30;0;1223;1234;43544;1015;513;2113;-9466;5;24;5;30;120;49762
05:45;0;1234;1244;43639;1006;938;2088;-9461;5;24;5;45;174;50323
06:00;0;1231;1233;43510;942;982;2078;-8634;5;24;6;0;228;50204
06:15;0;1275;1275;44017;954;1036;2083;-8349;5;24;6;15;281;50921
06:30;0;1460;1336;44674;960;1214;2080;-8312;5;24;6;30;330;52054
06:45;0;1604;1335;45281;950;1375;2084;-7843;5;24;6;45;378;53007
07:00;0;1753;1330;45996;855;2000;2084;-7652;5;24;7;0;424;54442
