Heures;Fioul...pointe;Charbon;Gaz;Nucleaire;Eolien;Hydraulique;Autres;PV
09:00;0;0;225;35835;849;978;2325;876
09:15;0;0;223;35892;864;1091;2733;903
09:30;0;0;221;36036;897;1477;2747;927
09:45;0;0;223;36262;900;1764;2751;949
10:00;0;0;227;36082;902;2065;2761;969
10:15;0;0;226;35806;928;2261;3196;984
10:30;0;0;217;35673;922;2512;3200;996
10:45;0;0;143;36174;936;2586;3206;1006
11:00;0;0;176;36320;971;2651;3207;1013
11:15;0;0;204;36427;1000;3053;3538;1017
11:30;0;0;215;36522;1031;3208;3525;1018
11:45;0;0;210;36658;1021;3544;3536;1017
12:00;0;0;202;36607;1011;3557;3532;1014
12:15;0;0;0;36504;998;3607;3716;1008
12:30;0;0;0;36689;1003;3668;3718;999
12:45;0;0;0;37169;978;3965;3719;988
13:00;0;0;0;37032;995;3765;3719;976
13:15;0;0;71;36891;997;3342;3795;960
13:30;0;0;70;36402;983;3082;3805;943
13:45;0;0;72;36353;958;2528;3822;924
14:00;0;0;73;36199;985;2333;3828;904
14:15;0;0;75;36292;985;2129;3783;881
14:30;0;0;73;35886;1003;2090;3799;857
14:45;0;0;74;35934;982;1311;3778;832
15:00;0;0;73;36100;1017;1278;3780;805
15:15;0;0;73;36127;1047;1219;3605;777
15:30;0;0;74;36030;1019;1229;3609;747
15:45;0;0;73;35712;1030;982;3611;717
16:00;0;0;152;35762;1062;1005;3615;685
16:15;0;0;128;35662;1081;1611;3347;653
16:30;0;0;123;35748;1073;1692;3350;619
16:45;0;0;140;35554;1082;1654;3356;585
17:00;0;0;141;35612;1100;2141;3346;550
17:15;0;0;117;36423;1089;2661;3002;514
17:30;0;0;159;36670;1134;2662;2992;479
17:45;0;0;173;36534;1117;3025;2994;443
18:00;0;0;147;36512;1114;2994;2986;407
18:15;0;0;152;36510;1152;3091;2575;370
18:30;0;0;150;37135;1142;3100;2568;334
18:45;0;0;109;37245;1143;3561;2561;298
19:00;0;0;172;37560;1176;4036;2559;261
19:15;0;0;124;37968;1181;4599;2197;225
19:30;0;0;173;38255;1186;4602;2192;188
19:45;0;0;102;38513;1151;4857;2177;152
20:00;0;0;101;38501;1155;4791;2183;115
20:15;0;0;130;38983;1151;5035;1954;79
20:30;0;0;141;39053;1139;4924;1944;42
20:45;0;0;168;39242;1124;4916;1948;5
21:00;0;0;170;39190;1111;4865;1945;
21:15;0;0;206;38898;1136;5233;1889;
21:30;0;0;209;38864;1154;5206;1890;
21:45;0;0;221;38990;1217;5504;1899;
22:00;0;0;190;38979;1258;5472;1894;
22:15;0;0;187;38643;1287;5260;1882;
22:30;0;0;211;38743;1307;5529;1895;
22:45;0;0;196;39346;1325;7791;1897;
23:00;0;0;188;39098;1350;6908;1898;
23:15;0;0;208;38684;1378;6225;1896;
23:30;0;0;204;38755;1401;5345;1899;
23:45;0;0;184;38867;1414;5534;1899;
00:00;0;0;214;38570;1448;4930;1906;
00:15;0;0;187;39232;1472;5007;1885;
00:30;0;0;187;38309;1418;4121;1878;
00:45;0;0;165;38165;1412;2655;1882;
01:00;0;0;208;38233;1417;2019;1881;
01:15;0;0;216;39173;1426;1444;1883;
01:30;0;0;193;38589;1409;1493;1887;
01:45;0;0;205;39058;1396;1395;1886;
02:00;0;0;220;38427;1375;1376;1885;
02:15;0;0;208;39136;1368;1405;1887;
02:30;0;0;196;38192;1349;1216;1882;
02:45;0;0;216;37713;1363;728;1901;
03:00;0;0;217;37326;1336;726;1899;
03:15;0;0;165;37722;1339;743;1896;
03:30;0;0;182;37215;1342;729;1893;
03:45;0;46;207;36895;1322;555;1889;
04:00;0;80;188;36568;1340;586;1895;
04:15;6;135;163;36409;1334;708;1902;
04:30;19;166;198;36429;1357;575;1903;
04:45;25;188;130;36337;1350;837;1898;7
05:00;63;321;152;36586;1347;950;1900;97
05:15;64;342;198;36517;1326;2221;1892;184
05:30;64;375;208;36591;1344;2224;1897;269
05:45;88;475;194;36944;1371;2322;1898;353
06:00;162;582;193;36805;1343;2821;1884;436
06:15;167;623;179;37601;1348;2954;1896;514
06:30;167;690;199;37930;1329;2981;1898;590
06:45;161;753;147;38668;1317;3194;1863;663
07:00;167;915;165;38452;1272;3706;1882;735
07:15;232;938;163;38912;1255;3785;1997;802
07:30;252;966;163;39344;1232;4024;1995;864
07:45;252;1063;193;39659;1193;4445;1990;924
08:00;252;1112;188;39841;1117;4632;1990;981
08:15;297;1179;207;38945;1036;4586;2277;1032
08:30;343;1213;168;39498;887;4878;2280;1079
08:45;388;1226;111;39923;796;5319;2289;1122
09:00;395;1231;155;39800;704;5419;2293;1163
09:15;427;1255;155;39217;647;5264;2707;1198
09:30;395;1266;151;39690;647;5436;2721;1228
09:45;245;1303;159;39899;673;5580;2732;1254
10:00;239;1320;185;39862;714;5636;2759;1278
10:15;239;1317;208;39948;783;5787;3214;1296
10:30;239;1305;217;39865;889;5912;3206;1310
10:45;304;1315;160;39823;985;5858;3207;1321
11:00;408;1180;185;39703;1098;5885;3218;1329
11:15;427;1179;156;39291;1158;5398;3537;1332
11:30;499;1182;166;39498;1217;5481;3579;1332
11:45;570;1171;162;39428;1223;5582;3493;1328
12:00;577;1161;192;39491;1202;5699;3499;1323
12:15;570;1175;165;39462;1200;5764;3696;1313
12:30;577;1183;133;38786;1174;6711;3694;1300
12:45;577;1195;176;38980;1135;7234;3690;1284
13:00;603;1174;126;38388;1199;6885;3693;1267
13:15;629;1201;115;38770;1136;6489;3799;1246
13:30;557;1159;97;38727;1147;6419;3799;1223
13:45;575;1197;91;38845;1128;6476;3806;1197
14:00;603;1172;83;38592;1189;6278;3809;1170
14:15;603;1195;82;39082;1202;6394;3786;1140
14:30;650;1200;106;38855;1192;6274;3780;1108
14:45;682;1195;79;38741;1144;6061;3781;1075
15:00;695;1182;85;38599;1166;5650;3778;1040
15:15;696;1189;76;38849;1149;5364;3586;1003
15:30;635;1190;82;38772;1071;5422;3572;964
15:45;630;1181;79;38928;1080;5035;3570;924
16:00;617;1170;106;38631;1040;4933;3570;884
16:15;623;1204;97;38858;1024;4877;3305;841
16:30;617;1215;108;38817;1003;4838;3308;798
16:45;617;1194;102;38636;1059;4822;3317;753
17:00;623;1208;62;38590;1060;4890;3318;708
17:15;623;1263;76;38619;1026;5127;2961;662
17:30;636;1323;69;38786;1070;5202;2959;616
17:45;623;1309;80;38780;1062;5176;3000;570
18:00;623;1357;64;39021;1054;5300;3003;523
18:15;636;1331;66;38872;1090;6157;2582;476
18:30;649;1319;83;38857;1131;6358;2590;430
18:45;655;1249;71;38870;1088;6620;2575;383
19:00;655;1337;73;39055;1138;7131;2558;336
19:15;655;1315;102;38944;1134;7822;2224;288
19:30;655;1299;163;38943;1143;7802;2214;241
19:45;662;1381;136;39121;1134;7563;2198;194
20:00;662;1385;182;39045;1080;7630;2200;147
20:15;662;1376;196;39001;1029;7762;1990;100
20:30;662;1324;152;38900;982;7512;1993;53
20:45;668;1276;188;38917;991;7178;1990;5
21:00;668;1223;184;38920;1002;6995;1997;
21:15;669;1254;127;38922;1033;6702;1943;
21:30;669;1236;150;38858;1107;6496;1937;
21:45;669;1298;179;38935;1183;6585;1943;
22:00;676;1252;190;38746;1261;6279;1945;
22:15;669;1152;157;38628;1341;6355;1941;
22:30;544;1149;182;38602;1417;6940;1938;
22:45;442;1315;204;39085;1470;8154;1945;
23:00;442;1275;163;38944;1511;7761;1951;
23:15;436;1253;179;38694;1547;7101;1939;
23:30;403;1214;204;38395;1578;6329;1947;
23:45;254;1287;208;38957;1587;6089;1944;
00:00;176;1195;151;38822;1600;5477;1945;
00:15;0;1156;132;39200;1555;5407;1931;
00:30;0;920;190;38465;1578;4665;1938;
00:45;0;712;199;38207;1563;3387;1936;
01:00;0;744;143;38529;1521;2717;1939;
01:15;0;782;172;38947;1492;2674;1916;
01:30;0;730;182;38684;1446;2343;1910;
01:45;0;732;158;38826;1407;2534;1914;
02:00;0;630;159;38343;1410;2595;1915;
02:15;0;678;194;38753;1401;2581;1916;
02:30;0;652;197;38439;1346;2261;1918;
02:45;0;635;168;38296;1341;1499;1922;
03:00;0;653;197;38174;1315;1486;1915;
03:15;0;773;165;39072;1290;1698;1913;
03:30;0;756;196;38656;1265;1529;1913;
03:45;0;765;197;38564;1241;1048;1906;
04:00;0;796;147;38543;1223;985;1884;
04:15;0;848;191;38857;1194;1033;1885;
04:30;0;858;193;38634;1151;991;1872;
04:45;0;878;199;38279;1127;1186;1872;8
05:00;0;910;195;38391;1078;1228;1874;93
05:15;0;939;204;38171;1028;1674;1872;177
05:30;0;1053;166;38605;985;1855;1875;258
05:45;0;1117;197;38401;965;2501;1869;338
06:00;0;1121;119;38242;936;2851;1861;417
06:15;0;1167;109;38749;930;3351;1861;492
06:30;0;1258;127;38685;912;3433;1861;564
06:45;0;1342;146;38551;870;4030;1858;634
07:00;0;1518;176;38760;845;4808;1856;702
07:15;0;1650;171;38675;841;4917;1953;765
07:30;0;1985;136;39160;805;5180;1946;824
07:45;0;1981;183;39018;751;6062;1928;880
08:00;0;2072;192;39047;710;6257;1953;935
08:15;0;2097;176;38891;641;5821;2234;983
08:30;0;2315;141;38999;556;5946;2230;1027
08:45;0;2405;195;39177;472;6521;2238;1068
09:00;0;2577;158;39321;395;6739;2273;1106
09:15;0;2569;173;39234;366;6360;2696;1139
09:30;0;2655;164;39383;345;6675;2703;1167
09:45;0;2674;205;39374;319;7018;2711;1192
10:00;0;2604;187;39268;295;6919;2715;1214
10:15;0;2552;193;39211;288;6311;3157;1231
10:30;0;2668;197;39252;281;6569;3170;1244
10:45;0;2654;172;39245;273;6735;3178;1253
11:00;0;2689;178;39257;274;6883;3186;1261
11:15;0;2750;189;39337;276;6914;3512;1263
11:30;0;2764;206;39272;289;6973;3522;1263
11:45;0;2795;187;39289;309;6843;3536;1259
12:00;0;2802;185;39332;339;7019;3547;1254
12:15;0;2597;174;39350;354;6539;3757;1244
12:30;0;2574;243;39374;370;6428;3758;1232
12:45;0;2671;374;39383;380;6901;3757;1217
13:00;0;2535;383;39354;377;6451;3730;1200
13:15;0;2754;401;39432;372;6414;3856;1180
13:30;0;2663;436;39359;365;6288;3854;1158
13:45;0;2701;357;39359;357;6457;3846;1133
14:00;0;2642;382;39327;342;6380;3850;1108
14:15;0;2735;403;39313;345;6321;3821;1079
14:30;0;2732;384;39300;339;6332;3820;1049
14:45;0;2872;369;39346;326;5992;3816;1017
15:00;0;2663;387;39165;323;5643;3826;984
15:15;0;2862;427;39331;310;6010;3658;949
15:30;0;2753;455;39207;312;5701;3654;912
15:45;0;2808;499;39133;296;5657;3649;874
16:00;0;2762;546;39163;305;5549;3659;836
16:15;0;2777;587;39205;313;5784;3366;796
16:30;0;2757;548;39205;297;5644;3345;754
16:45;0;2755;558;39200;296;5508;3345;712
17:00;0;2659;547;38936;308;5582;3346;669
17:15;0;2675;537;38971;315;5684;3007;626
17:30;0;2719;500;39090;309;5706;3000;583
17:45;0;2793;524;39125;318;5597;2990;539
18:00;0;2806;547;39157;336;5989;2991;495
18:15;0;2635;550;39291;346;6482;2568;450
18:30;0;2770;524;39397;362;6772;2562;406
18:45;0;2757;546;39334;373;7129;2551;361
19:00;0;2814;557;39420;362;7270;2549;317
19:15;0;2930;530;39436;366;7718;2203;272
19:30;0;2941;572;39449;372;7764;2190;228
19:45;0;2794;600;39483;365;7389;2188;183
20:00;0;2606;587;39484;356;7068;2189;138
20:15;0;2925;550;39494;364;7097;1963;94
20:30;0;2747;508;39487;376;6498;1963;49
20:45;0;2643;544;39417;385;5814;1956;4
21:00;0;2680;564;39455;382;5703;1956;
21:15;0;2770;540;39426;409;5565;1911;
21:30;0;2626;559;39322;448;5443;1906;
21:45;0;2921;554;39383;476;5457;1907;
22:00;0;2905;520;39232;508;5472;1911;
22:15;0;2677;524;38826;524;5366;1910;
22:30;0;2760;478;39050;544;5840;1915;
22:45;0;2861;503;39213;559;7532;1913;
23:00;0;2754;536;38950;574;7351;1921;
23:15;0;2634;566;38968;576;7031;1916;
23:30;0;2401;587;38573;573;6463;1914;
23:45;0;2532;623;38918;578;6056;1909;
00:00;0;2493;601;39005;585;5351;1916;
00:15;0;2710;615;39255;588;4999;1830;
00:30;0;2447;642;38803;576;3986;1835;
00:45;0;2467;647;38774;564;2231;1828;
01:00;0;2405;656;38759;562;2140;1835;
01:15;0;2600;580;39064;553;1408;1843;
01:30;0;2536;474;38982;558;1393;1840;
01:45;0;2508;449;38825;547;1440;1840;
02:00;0;2463;472;38934;538;1456;1843;
02:15;0;2743;468;39414;536;2813;1843;
02:30;0;2324;453;38616;516;2669;1845;
02:45;0;2174;499;38613;498;2317;1851;
03:00;0;2063;483;38547;488;2232;1848;
03:15;0;2360;548;38690;488;2420;1848;
03:30;0;2256;596;38940;487;1790;1852;
03:45;0;2158;634;38832;490;1593;1830;
04:00;0;2224;645;38957;487;1264;1834;
04:15;0;2306;660;39039;494;1120;1835;
04:30;0;2293;647;38912;484;1077;1834;
04:45;0;2357;613;39032;485;858;1824;5
05:00;0;2433;648;39198;496;857;1826;73
05:15;0;2310;669;38975;501;824;1817;139
05:30;0;2442;689;39135;492;853;1821;203
05:45;0;2609;761;39519;524;882;1813;266
06:00;0;2658;767;39593;524;913;1809;328
06:15;0;2684;870;39609;516;1924;1819;387
06:30;0;2682;909;39370;508;1923;1816;443
06:45;0;2821;1266;38911;491;2699;1822;497
07:00;0;3063;1392;39155;492;2969;1819;551
07:15;0;3409;1869;39679;497;3288;1909;600
07:30;0;3566;2141;39794;489;3721;1903;646
07:45;0;3521;2226;39632;468;4214;1909;689
08:00;0;3660;2349;39821;475;4322;1948;731
08:15;0;3568;2376;39568;437;4541;2264;769
08:30;0;3685;2472;39699;404;4833;2264;803
08:45;0;3623;2522;39551;378;5992;2283;835
09:00;0;3639;2445;39491;336;6169;2284;864
09:15;0;3367;2370;39206;312;5864;2706;889
09:30;0;3482;2398;39341;287;5955;2723;911
09:45;0;3595;2451;39598;279;5771;2733;930
10:00;0;3820;2500;39723;266;5842;2739;947
10:15;0;3655;2478;39569;252;5940;3186;960
10:30;0;3745;2500;39586;243;6126;3190;969
10:45;0;3792;2506;39603;235;6305;3197;977
11:00;0;3661;2485;39496;222;6504;3201;982
11:15;0;3697;2088;39438;227;6610;3551;984
11:30;0;3706;2159;39472;229;6649;3555;984
11:45;0;3821;2185;39517;228;7052;3563;981
12:00;0;3764;2150;39393;230;6956;3555;976
12:15;0;3538;2108;39296;227;7426;3747;969
12:30;0;3378;2218;39226;225;7310;3748;959
12:45;0;3691;2391;39406;225;7736;3761;947
13:00;0;3503;2387;39315;235;7432;3759;934
13:15;0;3529;2469;39369;228;6951;3872;919
13:30;0;3374;2450;39341;228;6615;3870;901
13:45;0;3494;2513;39384;242;6835;3853;882
14:00;0;3405;2478;39316;236;6131;3868;862
14:15;0;3493;2583;39437;240;5849;3846;840
14:30;0;3564;2535;39349;248;5911;3837;816
14:45;0;3575;2586;39351;253;5762;3842;791
15:00;0;3330;2537;39095;254;5622;3831;765
15:15;0;3401;2392;39424;258;5947;3663;738
15:30;0;3408;2318;39261;273;5885;3660;710
15:45;0;3394;2338;39317;275;5825;3657;680
16:00;0;3205;2307;39144;284;5960;3639;650
16:15;0;3274;2266;39117;292;6145;3378;619
16:30;0;3254;2259;39168;303;6122;3378;587
16:45;0;3333;2288;39269;308;5799;3373;554
17:00;0;3202;2322;39194;316;5741;3403;521
17:15;0;3315;2308;39294;323;5932;3051;487
17:30;0;3324;2289;39315;327;5961;3021;453
17:45;0;3302;2379;39321;329;5965;3029;419
18:00;0;3261;2345;39243;352;6048;3016;385
18:15;0;3219;2294;39305;368;6359;2611;351
18:30;0;3274;2302;39201;375;6694;2602;316
18:45;0;3327;2324;39268;379;6663;2593;282
19:00;0;3511;2330;39352;373;6801;2586;247
19:15;0;3474;2375;39343;415;6989;2234;212
19:30;0;3301;2351;39241;420;6525;2221;178
19:45;0;3223;2344;39294;435;6355;2218;143
20:00;0;3273;2371;39320;458;6300;2213;108
20:15;0;3543;2425;39302;490;5985;1994;74
20:30;0;3380;2404;39288;522;5814;1997;39
20:45;0;3288;2396;39210;571;5371;1998;4
21:00;0;3131;2374;39132;620;5013;2000;
21:15;0;3160;2374;39200;700;4701;1946;
21:30;0;2909;2298;39071;781;4815;1939;
21:45;0;3075;2309;38989;846;4753;1940;
22:00;0;3005;2292;38717;894;4787;1946;
22:15;0;2755;1957;38378;969;5032;1924;
22:30;0;2860;1674;38446;1027;5513;1917;
22:45;0;3151;1591;38872;1050;6973;1921;
23:00;0;2975;1568;38489;1116;6640;1928;
23:15;0;2982;1518;38989;1148;6020;1885;
23:30;0;2818;1360;38852;1156;5354;1875;
23:45;0;3181;908;39410;1149;4878;1872;
00:00;0;2858;696;38944;1141;4584;1871;
00:15;0;2922;557;39153;1089;4778;1830;
00:30;0;2449;495;38742;1058;3781;1829;
00:45;0;2321;439;38504;1027;2343;1837;
01:00;0;2309;456;38669;993;1940;1835;
01:15;0;2367;457;39076;994;1483;1843;
01:30;0;2172;455;38634;971;1592;1843;
01:45;0;2038;443;38454;944;1694;1841;
02:00;0;1927;450;38387;926;1942;1845;
02:15;0;2248;458;39435;921;2509;1850;
02:30;0;2066;418;38955;895;2433;1844;
02:45;0;1903;435;38805;880;1751;1860;
03:00;0;1761;449;38710;859;1775;1856;
03:15;0;1782;459;38911;844;1461;1858;
03:30;0;1750;459;38765;811;1331;1860;
03:45;0;1728;456;38737;794;1072;1854;
04:00;0;1753;462;38638;746;1080;1856;
04:15;0;1827;461;38531;722;1185;1853;
04:30;0;1865;463;38379;712;1183;1851;
04:45;0;1866;459;38271;703;1327;1852;5
05:00;0;1797;460;38193;672;1323;1862;82
05:15;0;1830;445;38521;666;1429;1853;157
05:30;0;1877;451;38558;657;1404;1857;231
05:45;0;1928;532;38653;660;1440;1857;303
06:00;0;1981;551;38772;641;1424;1854;374
06:15;0;2150;718;39104;656;1865;1852;442
06:30;0;2245;853;39272;657;1828;1847;507
06:45;0;2457;966;39255;659;2599;1841;570
07:00;0;2520;1013;38902;650;3325;1853;631
07:15;0;2651;1306;39252;636;3808;1940;687
07:30;0;2781;1578;39209;629;4751;1947;741
07:45;0;2870;1757;39116;611;5239;1948;791
08:00;0;2978;1810;39187;562;5527;2023;840
08:15;0;3062;1827;39032;514;5194;2307;883
08:30;0;3066;1877;39293;447;5756;2320;922
08:45;0;3215;1846;39449;381;6063;2322;959
09:00;0;3266;1795;39540;330;6079;2334;993
09:15;0;3290;1795;39150;299;5549;2769;1022
09:30;0;3416;1875;39502;290;5856;2774;1047
09:45;0;3378;1801;39492;275;6140;2780;1069
10:00;0;3418;1814;39513;267;6390;2763;1089
10:15;0;3496;1804;39370;275;6589;3222;1104
10:30;0;3605;1849;39307;273;6516;3233;1115
10:45;0;3701;1764;39495;272;6672;3225;1124
11:00;0;3567;1827;39236;274;7053;3228;1130
11:15;0;3601;1849;39137;280;7344;3538;1132
11:30;0;3583;1789;39112;297;7457;3531;1131
11:45;0;3717;1813;39265;290;7633;3546;1128
12:00;0;3642;1854;39140;291;7498;3538;1123
12:15;0;3498;1821;38932;292;7364;3738;1115
12:30;0;3488;1802;38987;297;7434;3742;1103
12:45;0;3639;1779;39303;311;7812;3734;1090
13:00;0;3552;1809;39214;318;7480;3744;1075
13:15;0;3598;1849;39399;316;7311;3833;1057
13:30;0;3487;1916;39309;317;7016;3839;1037
13:45;0;3446;2033;39308;309;6919;3847;1015
14:00;0;3369;2061;39232;321;6791;3842;992
14:15;0;3543;2062;39393;312;7210;3839;966
14:30;0;3541;1813;39353;305;7271;3834;939
14:45;0;3537;1793;39320;310;7077;3837;910
15:00;0;3355;1771;39282;312;6572;3839;881
15:15;0;3424;1767;39251;295;6448;3666;849
15:30;0;3364;1809;39173;315;6314;3674;816
15:45;0;3354;1887;39152;322;6154;3660;782
16:00;0;3378;1929;39174;345;5893;3669;748
16:15;0;3603;1942;39522;351;6101;3404;712
16:30;0;3526;1912;38198;357;6207;3381;675
16:45;0;3373;1983;38112;375;7345;3375;637
17:00;0;3254;1934;38059;392;7292;3375;599
17:15;0;3314;1939;38062;387;7608;3038;560
17:30;0;3356;1928;38112;427;7589;3036;521
17:45;0;3360;1974;38172;407;7601;3023;482
18:00;0;3223;1957;38065;391;7589;3016;442
18:15;140;3203;1933;38068;409;7210;2609;403
18:30;174;3231;1955;38173;406;7203;2606;363
18:45;174;3273;1966;38199;467;7230;2598;323
19:00;174;3324;1972;38183;514;7414;2592;283
19:15;174;3203;1956;38157;456;7020;2246;243
19:30;177;3354;1984;38127;458;6884;2238;203
19:45;177;3209;1942;38010;470;6653;2231;163
20:00;177;3205;1785;38001;468;6618;2230;123
20:15;177;3457;1786;38206;486;6719;2016;83
20:30;177;3417;1799;38151;528;6443;2010;43
20:45;177;3298;1778;37814;574;6056;1999;3
21:00;177;3232;1780;37988;623;5918;1998;
21:15;52;3283;1806;38063;696;5009;1955;
21:30;0;3392;1818;38180;759;4642;1954;
21:45;0;3598;1823;38351;817;4680;1958;
22:00;0;3465;1825;38169;870;4647;1957;
22:15;0;3217;1798;37845;942;4946;1930;
22:30;0;3198;1790;37776;1006;5350;1926;
22:45;0;3380;1813;38023;1038;7085;1927;
23:00;0;3219;1795;38050;1055;6501;1929;
23:15;0;3174;1375;37914;1074;5875;1902;
23:30;0;3148;1069;37900;1104;5623;1888;
23:45;0;3337;723;38187;1099;5368;1893;
00:00;0;3046;651;37726;1133;5430;1897;
00:15;0;3127;513;37905;1116;5500;1854;
00:30;0;2710;518;37428;1140;4654;1853;
00:45;0;2494;532;37123;1124;3799;1843;
01:00;0;2502;544;37512;1122;2330;1849;
01:15;0;2751;551;37887;1132;2236;1854;
01:30;0;2551;373;37554;1139;2152;1853;
01:45;0;2474;342;37402;1115;2202;1858;
02:00;0;2375;306;37373;1136;2334;1861;
02:15;0;2618;223;37857;1112;2866;1863;
02:30;0;2298;223;37502;1134;2787;1868;
02:45;0;2263;225;37408;1113;1993;1873;
03:00;0;2254;223;37404;1084;1845;1866;
03:15;0;2480;226;37723;1106;1753;1872;
03:30;0;2405;228;37597;1095;1653;1870;
03:45;0;2283;229;37433;1059;1627;1862;
04:00;0;2177;222;37140;1055;1598;1865;
04:15;0;2109;222;37013;1009;1612;1860;
04:30;0;2069;226;37001;924;1620;1865;
04:45;0;2075;224;37114;893;1632;1862;4
05:00;0;2136;222;37264;796;1723;1867;84
05:15;0;2095;197;36974;768;2023;1867;161
05:30;0;2129;189;36994;729;2163;1866;236
05:45;0;2240;211;37406;695;2331;1874;310
06:00;0;2222;202;37526;672;2445;1871;383
06:15;0;2320;287;38110;667;3443;1880;453
06:30;0;2330;307;38315;685;3429;1862;519
06:45;0;2473;398;38238;673;4077;1868;583
07:00;0;2604;424;38331;715;4198;1921;645
07:15;0;2889;579;38867;767;4458;1998;703
07:30;0;3014;693;38960;800;4951;2000;756
07:45;0;3095;822;39066;740;5421;2000;807
08:00;0;3065;981;38916;729;5807;2008;856
08:15;0;3051;959;38832;698;5365;2290;899
08:30;0;3129;975;38952;714;5522;2294;939
08:45;0;3195;991;39151;680;6096;2314;975
09:00;0;3093;963;39137;629;6699;2305;1009
09:15;0;3053;947;39186;599;6838;2733;1037
09:30;0;3233;950;39361;634;7186;2740;1061
09:45;0;3320;931;39151;665;7360;2752;1082
10:00;0;3315;927;38895;635;7479;2759;1101
10:15;0;3223;920;38798;650;7185;3208;1115
10:30;0;3302;926;38728;671;7497;3220;1126
10:45;0;3404;933;38673;701;7580;3227;1133
11:00;0;3408;938;38549;752;7693;3227;1139
11:15;0;3387;946;38446;800;7395;3545;1140
11:30;0;3463;958;38557;843;7520;3556;1138
11:45;0;3457;958;38502;844;7608;3567;1134
12:00;0;3395;946;38403;1004;7565;3605;1128
12:15;0;3388;942;37794;1094;7592;3767;1118
12:30;0;3548;1035;37527;1021;7905;3757;1106
12:45;0;3627;1095;37444;1014;8483;3769;1092
13:00;0;3455;1077;37206;1032;8189;3764;1076
13:15;0;3573;1080;37291;1031;8068;3859;1058
13:30;0;3406;1065;37146;1093;7778;3837;1037
13:45;0;3464;1062;37132;1055;7784;3828;1015
14:00;0;3411;1060;37162;1013;7728;3834;991
14:15;0;3542;1078;37359;976;7766;3797;965
14:30;0;3444;1065;37322;921;7491;3790;937
14:45;0;3410;1051;37336;925;7288;3795;908
15:00;0;3345;1056;37330;920;7040;3793;878
15:15;0;3301;1043;37308;977;6717;3624;847
15:30;0;3328;1050;37321;1015;6099;3642;814
15:45;0;3378;1059;37166;1024;5993;3633;780
16:00;0;3258;1014;37167;1040;5879;3630;745
16:15;0;3388;1025;37225;1013;5805;3371;709
16:30;0;3414;1032;37232;1006;5929;3372;672
16:45;0;3378;1033;37231;939;5787;3375;634
17:00;0;3342;1027;37147;900;5737;3373;596
17:15;0;3369;1032;37140;873;6141;3027;557
17:30;0;3324;1031;37132;855;6175;3013;518
17:45;0;3347;1034;37134;852;6174;3003;479
18:00;0;3420;1074;37166;825;6188;3002;440
18:15;0;3260;1064;37279;849;6286;2594;400
18:30;0;3328;1089;37457;813;6383;2590;361
18:45;0;3336;1090;37496;770;6480;2570;321
19:00;0;3429;1069;37700;714;6567;2566;281
19:15;0;3439;1069;37601;719;6708;2214;241
19:30;0;3394;1069;37568;808;6440;2213;201
19:45;0;3236;1055;37570;833;6107;2206;162
20:00;0;3113;1054;37531;846;6334;2201;122
20:15;0;3389;1072;37686;890;6800;1982;82
20:30;0;3255;1052;37555;952;6406;1984;42
20:45;0;3389;1072;37640;795;5844;1979;2
21:00;0;3256;1064;37525;806;5674;1979;
21:15;0;3226;741;37557;820;5539;1930;
21:30;0;3300;487;37533;845;5625;1929;
21:45;0;3372;377;37778;921;5735;1929;
22:00;0;3213;367;37518;973;5530;1929;
22:15;0;2991;366;37280;969;5073;1929;
22:30;0;2973;368;37352;1003;5212;1931;
22:45;0;3196;364;37782;920;6592;1921;
23:00;0;2939;352;37588;883;6370;1922;
23:15;0;2885;353;37857;829;5816;1904;
23:30;0;2822;357;37016;883;5326;1904;
23:45;0;2893;357;37142;912;5549;1913;
00:00;0;2405;358;36858;997;5856;1910;
00:15;0;2689;362;37059;985;6238;1875;
00:30;0;2362;363;36493;919;4925;1848;
00:45;0;2215;361;36065;905;4084;1849;
01:00;0;2022;359;35905;860;3954;1854;
01:15;0;2032;357;36422;851;3404;1855;
01:30;0;1790;323;36220;753;3021;1853;
01:45;0;1532;349;36337;686;3125;1855;
02:00;0;1418;359;35923;655;3110;1859;
02:15;0;1422;361;36728;687;2957;1854;
02:30;0;1065;359;36142;724;2972;1858;
02:45;0;1021;360;36365;747;1508;1857;
03:00;0;1012;358;36555;721;1490;1856;
03:15;0;1004;359;36787;714;1443;1855;
03:30;0;920;360;36577;704;1270;1852;
03:45;0;813;361;36690;731;917;1855;
04:00;0;758;363;36484;772;938;1853;
04:15;0;769;363;37223;841;942;1850;
04:30;0;760;364;36826;839;930;1857;
04:45;0;765;360;36754;883;877;1849;3
05:00;0;762;366;36804;936;954;1848;44
05:15;0;745;366;36485;920;898;1857;83
05:30;0;749;368;36563;889;915;1863;122
05:45;0;658;369;36534;896;856;1859;160
06:00;0;660;370;36863;923;925;1851;198
06:15;0;698;369;37713;919;1089;1863;233
06:30;0;686;366;37471;917;1234;1860;268
06:45;0;695;368;37292;896;1315;1862;301
07:00;0;672;368;37186;887;1504;1859;334
07:15;0;689;368;37373;888;1554;1951;365
07:30;0;686;368;37355;932;1576;1950;394
07:45;0;699;368;37529;944;1807;1954;421
08:00;0;718;370;37904;934;1837;1961;448
08:15;0;718;366;37400;926;2473;2241;472
08:30;0;724;364;37853;935;2501;2233;495
08:45;0;732;364;37980;952;3262;2252;515
